"COFONTE","NOFONTE","INTIPOFONTE","INFONTETESOURO","INSTATUS","ULTALTERACAO","TXDESCRICAO","INDESTINACAO","COFONTEFEDERAL"
132006662,"CONV.0363298-54- GDF/CEF/SEDEST - 6647129-3       ","9","N",0,"20241202131427 03589980184","CONV.0363298-54 - GDF/CEF/SEDEST - 6647129-3 - CR NR 0363298-54 - CONSTRUÇÃO DE PRAÇA DE ESPORTE E CULTURA MODELO 3.000 M²                                                                                                                                ",2,1700
332005109,"CONV. 002400/08 - GDF/SES/FNS/MS - 5109-8         ","9","N",0,"20241218154500 03589980184","CAPACITAÇÃO DE PROFISSIONAIS QUE ATUEM NA ATENÇÃO AOS PACIENTES PORTADORES DE DOENÇAS HEMATOLÓGICAS.                                                                                                                                                      ",2,2700
321005110,"CONV. 001939/08 - GDF/SES/FNS/MS - 5108-X         ","9","N",0,"20241211152340 03589980184","AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE.                                                                                                                                                            ",2,2700
332005110,"CONV. 001939/08 - GDF/SES/FNS/MS - 5108-X         ","9","N",0,"20241218154509 03589980184","AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE.                                                                                                                                                            ",2,2700
321005114,"CONV. 001580/08 - GDF/SES/FNS/MS - 5104-7         ","9","N",0,"20241211152359 03589980184","CAPACITAÇÃO DE PROFISSIONAIS DA ÁREA DA SAÚDE PARA O ESTÍMULO À PRATICA DA AMAMENTAÇÃO.                                                                                                                                                                   ",2,2700
332005114,"CONV. 001580/08 - GDF/SES/FNS/MS - 5104-7         ","9","N",0,"20241218154644 03589980184","CAPACITAÇÃO DE PROFISSIONAIS DA ÁREA DA SAÚDE PARA O ESTÍMULO À PRATICA DA AMAMENTAÇÃO.                                                                                                                                                                   ",2,2700
321005113,"CONV. 001676/08 - GDF/SES/FNS/MS - 5106-3         ","9","N",0,"20241211152407 03589980184","AQUISIÇÃO DE EQUIPAMENTOS E MATERIAL PERMANENTE PARA UNIDADE DE HEMATOLOGIA E HEMOTERAPIA.                                                                                                                                                                ",2,2700
332005113,"CONV. 001676/08 - GDF/SES/FNS/MS - 5106-3         ","9","N",0,"20241218154625 03589980184","AQUISIÇÃO DE EQUIPAMENTOS E MATERIAL PERMANENTE PARA UNIDADE DE HEMATOLOGIA E HEMOTERAPIA.                                                                                                                                                                ",2,2700
321005111,"CONV. 001938/08 - GDF/SES/FNS/MS - 5107-1         ","9","N",0,"20241211152351 03589980184","AQUISIÇÃO DE EQUIPAMENTOS E MATERIAIS PERMANENTES PARA UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE.                                                                                                                                                        ",2,2700
332005111,"CONV. 001938/08 - GDF/SES/FNS/MS - 5107-1         ","9","N",0,"20241218154519 03589980184","AQUISIÇÃO DE EQUIPAMENTOS E MATERIAIS PERMANENTES PARA UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE.                                                                                                                                                        ",2,2700
321005108,"CONV. 001828/08 - GDF/SES/FNS/MS - 5115-2         ","9","N",0,"20241211152311 03589980184","AQUISIÇÃO DE EQUIPAMENTOS E MATERIAIS PERMANENTES PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE.                                                                                                                                                         ",2,2700
332005108,"CONV. 001828/08 - GDF/SES/FNS/MS - 5115-2         ","9","N",0,"20241218154451 03589980184","AQUISIÇÃO DE EQUIPAMENTOS E MATERIAIS PERMANENTES PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE.                                                                                                                                                         ",2,2700
132005659,"CONV. 716056/09 - SNPDCA/SEDH/GDF/SEJUS - 0051993 ","9","N",0,"20241128174314 03589980184","Concenio firmado entre a Secretaria Especial dos Direitos Humanos  da Presidência da República e a Secretaria de Estado de Justiça, Direitos Humanos e  Cidadania, Tendo como Objetivo ""A estruturação e qualificação das Medidas Sóc                     ",2,1700
132004280,"CONV. 004280/05 - GDF/SEO/CEF - 0000566           ","9","N",0,"20241128135007 03589980184","OBRAS DE INFRA-ESTRUTURA, URBAN. E DE IMPLANT. DE EQUIPAMENTOS BÁSICOS NO DF, COM CAPACIDADE PARA BENEFICIAR UMA POPULAÇÃO ESTIMADA EM 163.100 HABITANTES EM DIVERSAS LOCALIDADES DO DF, MODALIDADE OPERCAIONAL E REGULARIZAÇÃO DE ASSENTAMENTOS PRECÁRIOS",2,1700
231004267,"CONV. 000222/07 - GDF/DER-DF/DNIT    193884-3     ","9","N",0,"20220805170627 99999999999","EXECURÇÃO DAS OBRAS DE MELHORAMENTO DUPLICAÇÃO E AMPLIAÇÃO DE CAPACIDADE OBRAS DE ARTES ESPECIAL, OBRAS DE ARTE CORRENTE EOBRAS COMPLEMENTARES NA RODOVIA FEDERAL BR-20/DF NO TRECHODO KM 23,60 (PLANALTINA) KM 58,7 (DIVISA DF/GO) EXTEN.                ",2,1701
138008368,"CENTRO DE PARTO NORMAL - HRSAMAMBAIA              ","9","N",0,"20241205135254 03589980184","CENTRO DE PARTO NORMAL- HRSAMAMBAIA                                                                                                                                                                                                                       ",2,1600
338006940,"UPA BRAZLÂNDIA - 00142005 6159-X                  ","9","N",0,"20250109143355 03589980184","UPA BRAZLÂNDIA                                                                                                                                                                                                                                            ",2,2600
121006966,"CONV.771226/2012 MAARA/SEAPA                      ","9","N",0,"20241114161735 03589980184","AG.42005 CC.006095X - SERVIÇOS DE SAÚDE ANIMAL E VEGETAL DO DF. 
SIAFI - 771226                                                                                                                                                                          ",2,1700
138007004,"UBS - PLANALTINA EXP. ST RES. Q. 26               ","9","N",0,"20241205132716 03589980184","UBS - PLANALTINA EXP. ST RES. Q. 26                                                                                                                                                                                                                       ",2,1600
138007013,"INC. CONST. ACADEMIA DE SAÚDE - GAMA SETOR LESTE  ","9","N",0,"20241205132859 03589980184","INC. CONST. ACADEMIA DE SAÚDE - GAMA SETOR LESTE                                                                                                                                                                                                          ",2,1600
132008261,"PROJETO ""TEATRO NO JARDIM                         ","9","N",0,"20241202153844 03589980184","CONVÊNIO TEM POR OBJETO REALIZAÇÃO DO PROJETO ""TEATRO NO JARDIM"", CONFORME PROPOSTA DO SICONV Nº 065881/2013, PLANO DE TRABALHO CONSTANTE DO PROCESSO FUNARTE.
                                                                                          ",2,1700
121004615,"240.595-56/2007                                   ","9","N",0,"20241114152354 03589980184","IMPLANTAÇÃO  E MODERNIZAÇÃO DE INFRA-ESTRUTURA PARA ESPORTE RECREATIVO E DE LAZER - GAMA/DF.
                                                                                                                                                            ",2,1700
321004615,"240.595-56/2007                                   ","9","N",0,"20241211143530 03589980184","IMPLANTAÇÃO  E MODERNIZAÇÃO DE INFRA-ESTRUTURA PARA ESPORTE RECREATIVO E DE LAZER - GAMA/DF.                                                                                                                                                              ",2,2700
121004057,"195.966-84/06-MDA                                 ","9","N",0,"20241114142804 03589980184","EXECUÇÃO DE INFRA-ESTRUTURA E SERVIÇOS - APOIO A COMERCIALIZAÇÃO E CAPACITAÇÃO NO DISTRITO FEDERAL.
                                                                                                                                                     ",2,1700
321004057,"195.966-84/06-MDA                                 ","9","N",0,"20241211133444 03589980184","EXECUÇÃO DE INFRA-ESTRUTURA E SERVIÇOS - APOIO A COMERCIALIZAÇÃO E CAPACITAÇÃO NO DISTRITO FEDERAL.                                                                                                                                                       ",2,2700
232005825,"CONV.  733655/10 - EMATER-DF/MCT 733655-2010      ","9","N",0,"20220805170627 99999999999","REALIZAÇÃO DE FEIRAS E EXPOSIÇÕES EM NÚCLEOS RURAIS, COM AÇÕES DE DIFUSÕES E EXTENSÃO TECNOLÓGICA PARA PRODUTORES RURAIS DO DF.                                                                                                                           ",2,1700
121005568,"CONV. 49.742/2009          005568                 ","9","N",0,"20241114154448 03589980184","CONSTRUÇÃO E INSTALAÇÃO DO RESTAURANTE POPULAR DO SOL NASCENTE CEILÂNDIA - DF, RECURSOS DO MDS/CEF.                                                                                                                                                       ",2,1700
121006015,"CONV. 42000157200600590- GDF/MC/SEG - 190815-4    ","9","N",0,"20241114155018 03589980184","CONV. 42000157200600590 - MC/SEG - 190815-4- DEVOLUÇÃO DO VALOR DE R$ 186.952,08 + JUROS COBRADO PELO MINISTERIO DA CULTURA, RELATIVO A NÃO PRESTAÇÃO DE CONTAS DO CONVENIO FIRMADO COM A EXTINTA SECRETARIA DA JUVENTUDE.                                ",2,1700
138006038,"ENFRETAMENTO AO CRACK E OUTRAS DROGAS             ","9","N",0,"20241205130625 03589980184","ENFRETAMENTO AO CRACK E OUTRAS DROGAS
                                                                                                                                                                                                                   ",2,1600
338006038,"ENFRETAMENTO AO CRACK E OUTRAS DROGAS             ","9","N",0,"20250109140118 03589980184","ENFRETAMENTO AO CRACK E OUTRAS DROGAS                                                                                                                                                                                                                     ",2,2600
338009522,"PROGR NAC. DE REORIENT. DA FORMAÇÃO PROF. EM SAÚDE","9","N",0,"20250109164939 03589980184","PROGRAMA NACIONAL DE REORIENTAÇÃO DA FORMAÇÃO PROF. EM SAUDE - PRO-SAUDE (CAPITAL)                                                                                                                                                                        ",2,2600
177009521,"TRANSFERENCIAS FNDE                               ","9","N",0,"20241209150433 03589980184","AQUISIÇÃO DE 05 ÔNIBUS ESCOLARES COM PLATAFORMA ELEVATÓRIA VEICULAR (ônibus rural escolar pequeno com plataforma)                                                                                                                                         ",2,1569
121009417,"SEJUS/PROGRAMA DE PROTEÇÃO A VITIMAS E TESTEMUNHA ","9","N",0,"20241121132807 03589980184","MANUTENÇÃO, NO DISTRITO FEDERAL, DO PROGRAMA DE PROTEÇÃO A VÍTIMAS E A TESTEMUNHAS AMEAÇADAS, PARA CONCEDER MEDIDAS DE PROTEÇÃO E ORIENTAÇÃO 
                                                                                                           ",2,1700
331009048,"CONV. 01/2015 SINESP/Terracap                     ","9","N",0,"20241218125857 03589980184","Elaboração/Revisão de projetos de drenagem pluvial, pavimentação e paisagismo para o Setor Noroeste, 1ª e 2ª etapas.                                                                                                                                      ",2,2701
332003325,"CONV. 003325/04 - GDF/SEAA/CEF - 9020055          ","9","N",0,"20241218134724 03589980184","EXECUÇÃO DE AÇÕES RELATIVAS AO PROGRAMA NACIONAL DE FORTALECIMENTO DA AGRICULTURA FAMILIAR - PRONAF.                                                                                                                                                      ",2,2700
338006029,"ESTRUTURAÇÃO DE SERV. DE HEMATOLOGIA E HEMOTERAPIA","9","N",0,"20250109140004 03589980184","ESTRUTURAÇÃO DE SERV. DE HEMATOLOGIA E HEMOTERAPIA                                                                                                                                                                                                        ",2,2600
121003511,"CONV. 005449/04 - GDF/SES/FSDF/FNS-MS - 6000-3    ","9","N",0,"20241113172333 03589980184","APOIO TÉCNICO E FINANCEIRO PARA AQUISIÇÃO DE EQUIPAMENTOS E MATERIAIS PERMANEN-
TES PARA ASSISTENCIA NEONATAL - SUS                                                                                                                                      ",2,1700
132003511,"CONV. 005449/04 - GDF/SES/FSDF/FNS-MS - 6000-3    ","9","N",0,"20241127164950 03589980184","APOIO TÉCNICO E FINANCEIRO PARA AQUISIÇÃO DE EQUIPAMENTOS E MATERIAIS PERMANEN-
TES PARA ASSISTENCIA NEONATAL - SUS                                                                                                                                      ",2,1700
321003307,"CONV. 000154/04 - GDF/SESPDS/MJ - 1913190         ","9","N",0,"20241210164040 03589980184","COOPERAÇÃO DOS PARTICIPES, NA AQUISIÇÃO DE MATERIAL DE CONSUMO, EQUIPAMENTOS E MATERIAL PERMANENTE, VISANDO DOTAR OS DIVERSOS ÓRGÃOS INTEGRANTES DA SEGURANÇA PÚBLICA P/ QUE OS MESMOS APERFEIÇOES OS SERVIÇOS PRESTADOS À COMUNIDADE.                    ",2,2700
321003327,"CONV. 000010/04 - GDF/SEIEO/DETRAN-DF - 0081963   ","9","N",0,"20220805170627 99999999999","DUPLICAÇÃO E RECUPERAÇÃO DA VIA L-4 NORTE, REVIGORIZAÇÃO DA SINALIZAÇÃO VIÁRIA HORIZONTAL E VERTICAL.                                                                                                                                                     ",2,2700
331003112,"CONV. 000246/03 - GDF/SINFO/TERRACAP - 0068436    ","9","N",0,"20220805170627 99999999999","CONVÊNIO 000246/2003 - GDF/SINFO/TERRACAP C/C- 0068436                                                                                                                                                                                                    ",2,2701
331003191,"CONV. 000001/04 - GDF/PMDF/DFTRANS - 0076048      ","9","N",0,"20241217170531 03589980184","COOPERAÇÃO RECÍPROCA, TEM POR OBJETIVO COIBIR E IMPEDIR NAS VIAS DO DISTRITO FEDERAL SOB A JURISDIÇÃO DO DETRAN/DF E DER/DF, A PRESTAÇÃO DO TRANSPORTE COLETIVO, PÚBLICO OU PRIVADO DE PASSAGEIROS, SEM A DEVIDA AUTORIZAÇÃO DO PODER PÚBLICO.            ",2,2701
321003213,"CONV. 000076/04 - GDF/SST/MTE/STB                 ","9","N",0,"20241210162114 03589980184","EXECUSÃO DE ATIVIDADES INERENTES À OPERAÇÃO DO PROGRAMA DO SEGURO-DESEMPREGO, POR INTERMÉDIO DO SISTEMA NACIONAL.                                                                                                                                         ",2,2700
332002488,"CONV. 002488/99 - GDF/SOSP/CEF - 900468-8         ","9","N",0,"20241218130841 03589980184","CONVÊNIO 0092972-96/99                                                                                                                                                                                                                                    ",2,2700
332002986,"CONV. 002986/01 - GDF/SDUH/CEF - 900620-6         ","9","N",0,"20241218133414 03589980184","EXECUÇÃO DE AÇÕES RELATIVAS AO SUBPROGRAMA  DE DESENVOLVIMENTO INSTITUCIONAL
DE MUNICÍPIOS, PROGRAMA HABITAR-BRASIL/BID                                                                                                                                  ",2,2700
332003078,"CONV. 000008/02 - GDF/SEMAH/ANA - 191201-1        ","9","N",0,"20241218133649 03589980184","GESTÃO E CONSERVAÇÃO DOS RECURSOS HÍDRICOS NA BACIA HIDROGRÁFICA DO RIO PRETO
NO DF.                                                                                                                                                                     ",2,2700
321003200,"CONV. 001246/03 - GDF/FASDF/FNAS                  ","9","N",0,"20241210161948 03589980184","ATENDIMENTO A CRIANÇA E AO ADOLECENTE EM ABRIGO, CONFORME DETALHAMENTO NO PLANO DE APLICAÇÃO. CONSTANTE NO PROCESSO Nº 71000.002622/2003-71.                                                                                                              ",2,2700
421003715,"CONV. 100300/05 - GDF/FAP/MCT - 17201-4           ","9","N",0,"20250110173129 03589980184","APOIO FINANCEIRO PARA EXECUÇÃO DO PROJETO ""PROTEOMICA APLICADA AO DIAGNÓSTICO - PREVENÇÃO E CONTROLE DE DOENÇAS"".                                                                                                                                         ",2,2700
421003217,"CONV. 009600/04 - GDF/FAPDF/CNPQ - 9528-1         ","9","N",0,"20220805170627 99999999999","IMPLAMENTAR O PROGRAMA DE APOIO A NÚCLEOS DE EXCELENCIA - PRONEX NO DIATRITO FEDERAL, EM COMFORMIDADE COM O CONVÊNIO DE COOPERAÇÃO TÉCNICA E CIENTIFÍCA, CELEBRADO ENTRE A UNIÂO E O DF/SDCT.                                                             ",2,2700
338003483,"CONV. 003483/05 - GDF/SES/FNS/MS - 000385-2       ","9","N",0,"20250109133936 03589980184","PROGRAMA DE FINANCIAMENTO AOS CENTROS DE REFERÊNCIA EM SAÚDE DO TRABALHADOR.                                                                                                                                                                              ",2,2600
338003484,"CONV. 003484/05 - GDF/SES/FNS/MS - 000387-9       ","9","N",0,"20250109133944 03589980184","CAPS - INCENTIVO DESTINADO AO CUSTEIO DOS CENTROS DE ATIVIDADE PSICOSOCIAL.                                                                                                                                                                               ",2,2600
338003485,"CONV. 003485/05 - GDF/SES/FNS/MS - 000388-7       ","9","N",0,"20250109133952 03589980184","PROGRAMAS DE VACINAÇÃO.                                                                                                                                                                                                                                   ",2,2600
338003486,"CONV. 003486/05 - GDF/SES/FNS/MS - 000389-5       ","9","N",0,"20250109134002 03589980184","INCENTIVO PARA ATENÇÃO À SAÚDE NO SISTEMA PENITENCIÁRIO.                                                                                                                                                                                                  ",2,2600
338003487,"CONV. 003487/05 - GDF/SES/FNS/MS - 000390-9       ","9","N",0,"20250109134011 03589980184","INTENSIFICAÇÃO DAS AÇÕES DE VIGILÂNCIA E CONTROLE DA TUBERCULOSE.                                                                                                                                                                                         ",2,2600
338003488,"CONV. 003488/05 - GDF/SES/FNS/MS - 000391-7       ","9","N",0,"20250109134020 03589980184","INCENTIVO A IMPLANTAÇÃO DOS NOVOS SISTEMAS DE INFORMAÇÃO DE MORTALIDADE E DE NASCIDOS VIVOS.                                                                                                                                                              ",2,2600
338003489,"CONV. 003489/05 - GDF/SES/FNS/MS - 000392-5       ","9","N",0,"20250109134030 03589980184","INCENTIVO À INTENSIFICAÇÃO DAS AÇÕES DE VIGILÂNCIA E CONTROLE DA HANSENÍASE.                                                                                                                                                                              ",2,2600
121007744,"CONV. 793646/2013-MJ/SSP                          ","9","N",0,"20241121125141 03589980184","DESENVOLVIMENTO DE SOLUÇÃO MEDIANTE CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM GESTÃO DA INFORMAÇÃO OPERACIONAL
                                                                                                                                            ",2,1700
332007754,"PAC 3714/2013                                     ","9","N",0,"20250106125442 03589980184","Executar todas as atividades inerentes a construção de 33 unidades de educação infantil. OBS: Tem um outro PAC com mesmo nº , mas a conta é diferente.                                                                                                    ",2,2700
332007778,"CONV. 57/2013 - SEJUS/SNAD-CM/PR - 0065374        ","9","N",0,"20250106125702 03589980184","CONV. 57/2013 - SEJUS/SNAD-CM/PR - 0065374                                                                                                                                                                                                                ",2,2700
321007059,"CONVÊNIO 778.783/2012-SSP                         ","9","N",0,"20241211160511 03589980184","CONV. 778.783/2012                                                                                                                                                                                                                                        ",2,2700
321007201,"EXECUÇÃO DE AÇÕES RELATIVAS AO PROGRAMA PRODESA   ","9","N",0,"20241211163749 03589980184","EXECUÇÃO DE AÇÕES RELATIVAS AO PROGRAMA PRODESA - MODALIDADE APOIO AO PEQUENO E MEDIO PRODUTOR AGROPECUÁRIO.
                                                                                                                                            ",2,2700
335007775,"Conv CEF/GDF/SEDHAB - 0001520                     ","9","N",0,"20250109133244 03589980184","Transferência de recursos da Caixa Econômica Federal, ref. financiamento de contra-partida do Programa Minha Casa Minha Vida - Paranoá Parque.                                                                                                            ",2,2754
421006701,"CONV.Nº 00784/2010 - FEPECS-GDF/FNS-MS C/C 5.308-2","9","N",0,"20220805170627 99999999999","CONV. ENTRE FEPECS E FNS/MS PARA DAR APOIO TÉCNICO E FINANCEIRO PARA ""REALIZAÇÃO TREINAMENTOS SOBRE CAPACITAÇÃO NO CONTROLE DA TUBERCULOSE PARA PROFISSIONAIS.                                                                                            ",2,2700
421006746,"CONV.Nº 145/2012 - FUNAP-GDF/TERRACAP C/C 21707-1 ","9","N",0,"20220805170627 99999999999","CONV. ENTRE FUNAP E TERRACAP PARA PRODUÇÃO DE MUDAS DO BIOMA DO CERRADO PARA RECUPERAÇÃO E OU REVEGETAÇÃO DE ÁREAS DEGRADADAS NO DISTRITO FEDERAL, COM A PRODUÇÃO DE 400.000(QUATROCENTOS MIL)                                                            ",2,2700
132007131,"AQUISIÇÃO DE PATRULHA MOTOMECANIZADA              ","9","N",0,"20241202132957 03589980184","AQUISIÇÃO DE PATRULHA MOTOMECANIZADA                                                                                                                                                                                                                      ",2,1700
321006585,"CONV.763937/ CAIXA ECONOMICA/ SEAPA               ","9","N",0,"20241211155109 03589980184","EXECUÇÃO DE AÇÕES DE APOIO AO DESENVOLVIMENTO DO SETOR AGROPECUÁRIO.                                                                                                                                                                                      ",2,2700
321006939,"CONVÊNIO 02/2012                                  ","9","N",0,"20241211160049 03589980184","COOPERAÇÃO RECÍPROCA (PMDF X DETRAN) PARA O POLICIAMENTO OSTENSIVO FARDADO
                                                                                                                                                                              ",2,2700
432006639,"CONV. Nº 759554/2011 ENTRE CNPQ/FAP  C/C 5786-X   ","9","N",0,"20220805170627 99999999999","IMPLANTAR PROGRAMA DE PESQUISA P/ O SUS: GESTÃO COMPARTILHADA EM SAÚDE (PPSUS), EDIÇÃO 2011.                                                                                                                                                              ",2,2700
138007102,"REQUALIFICAÇÃO UBS - AMPL.- CS 01 STA MARIA       ","9","N",0,"20241205133133 03589980184","REQUALIFICAÇÃO UBS - AMPLIAÇÃO - CS 01 STA MARIA                                                                                                                                                                                                          ",2,1600
132007098,"CONV. PAR 2012 - GDF/SE/FNDE - 006260X            ","9","N",0,"20241202132341 03589980184","Executar todas as atividades inerentes a aquisição de bens e serviços, objeto do Termo de Compromisso nº 6415/2012 (SIMEC). Novo registro da conta bancária do PAR 2012.                                                                                  ",2,1700
321004591,"CONV. 000076/08 - GDF/SESP/MJ - 0061808           ","9","N",0,"20241211143511 03589980184","PROMOÇÃO DE LOCAIS E TERRITÓRIOS DA PAZ PARA OS CONSEG'S                                                                                                                                                                                                  ",2,2700
332004314,"CONV. 000316/07 - GDF/SSP/MJ - 0126444            ","9","N",0,"20241218141743 03589980184","COOPERAÇÃO DOS PARTÍCIPES NA PROMOÇÃO DE UM PROGRAMA DE ESPECIALIZAÇÃO P/ O CORPO DE BOMBEIROS, CONTEMPLANDO O CURSO SUPERIOR DE BOMBEIROS.                                                                                                               ",2,2700
332004315,"CONV. 000369/07 - GDF/SSP/MJ - 0126967            ","9","N",0,"20241218141753 03589980184","COOPERAÇÃO DOS PARTÍCIPES NA IMPLANTAÇÃO DE CENTROS DE CONDICIONAMENTO FÍSICO E BIBLIOTECAS NAS ACADEMIAS DE POLÍCIAS CIVIL E MILITAR DO DF.                                                                                                              ",2,2700
332004316,"CONV. 000317/07 - GDF/SSP/MJ - 0126452            ","9","N",0,"20241218141808 03589980184","COOPERAÇÃO DOS PARTÍCIPES NA AQUISIÇÃO DE VEÍCULOS, VISANDO MELHORIAS DAS AÇÕES DESENVOLVIDAS PELA SUBSECRETARIA DE PROGRAMAS COMUNITÁRIOS.                                                                                                               ",2,2700
121006384,"CONV. 212.849-24/2006 - JBB/CEF                   ","9","N",0,"20241114155310 03589980184","CONVENIO COM CEF PARA IMPLEMENTAR O SISTEMA DE SINALIZAÇÃO E CALÇAMENTO DO JBB.                                                                                                                                                                           ",2,1700
231006398,"CONV. 128/2011-TERRACAP/NOVACAP-007189-0          ","9","N",0,"20220805170627 99999999999","EXECUÇÃO DE CICLOVIAS EM DIVERSOS LOCAIS DO DISTRITO FEDERAL.                                                                                                                                                                                             ",2,1701
121006586,"CONV.764812/2011 CAIXA ECONOMICA/ SEAPA           ","9","N",0,"20241114155945 03589980184","EXECUÇÃO DE AÇÕES RELATIVAS AO PROGRAMA PRONAT AQUISIÇÃO DE MOTONIVELADORA E OUTROS.                                                                                                                                                                      ",2,1700
138006644,"BRASIL QUILOMBOLA                                 ","9","N",0,"20241205131948 03589980184","BRASIL QUILOMBOLA                                                                                                                                                                                                                                         ",2,1600
121006346,"CONV.756472/2011 -GDF/SO/MDSCF-0014200555387      ","9","N",0,"20241114155232 03589980184","AQUISIÇÃO DE ALIMENTOS DA AGRICULTURA FAMILIAR E SUA DESTINAÇÃO PARA O ATENDIMENTO DAS DEMANDAS DE SUPLEMENTAÇÃO ALIMENTAR.                                                                                                                               ",2,1700
321006032,"CONV. 006032/10 - GDF/PROJUR/MJ                   ","9","N",0,"20241211154820 03589980184","CONV. 006032/10 - GDF/PROJUR/MJ - AQUISIÇÃO DE MICROCOMPUTADORES.                                                                                                                                                                                         ",2,2700
264000000,"CONTRIBUIÇÃO PATRONAL CAMARA LEGISLATIVA P/ O RPPS","1","N",0,"20220805170627 99999999999","CONTRIBUIÇÃO PATRONAL DA CAMARA LEGISLATIVA PARA O RPPS                                                                                                                                                                                                   ",2,1800
338008428,"Ambiencia (Ampliação) HRC                         ","9","N",0,"20250109163848 03589980184","Ambiencia (Ampliação) HRC                                                                                                                                                                                                                                 ",2,2600
338007124,"PROGRAMA DE  REQUALIFICAÇÃO UBS -  CEILANDIA CS 07","9","N",0,"20250109153824 03589980184","PROGRAMA DE  REQUALIFICAÇÃO UBS -  CEILANDIA CS 07                                                                                                                                                                                                        ",2,2600
232009760,"CONV.409.748-80/2013 - GDF/METRÔ-DF/CEF- 0033911-5","9","N",0,"20220805170627 99999999999","TEM POR OBJETO ESTABELECER CONDIÇÕES BÁSICAS NECESSÁRIAS À TRANSFERÊNCIA DE RECURSOS FINANCEIROS DA UNIÃO PARA EXECUÇÃO DA EXPANSÃO E MODERNIZAÇÃO DO METRO DO DF NO AMBITO DO PROGRAMA MOBILIDADE URBANA E...                                            ",2,1700
131009796,"Reforma do Museu de Arte de Brasília - MAB        ","9","N",0,"20241122151331 03589980184","CONVÊNIO TEM POR OBJETO A  MÚLTUA COOPERAÇÃO, VISANDO À ALOCAÇÃO DE RECURSOS PELA TERRACAP PARA A SECULT, PARA A EXECUÇÃO DE REFORMA DO MUSEU DE ARTE DE BRASÍLIA-MAB,  DE ACORDO COM TERMO DE CONVÊNIO Nº 039/2015.
                                    ",2,1701
321008635,"AÇÕES DE PARTICIPAÇÃO CIDADÃ DE JOVENS            ","9","N",0,"20241211165444 03589980184","Visa promover ações para a elevação da escolaridade, a qualificação profissional em nivel inicial e a participação cidadã dos jovens beneficiários. O repasse é feito de forma per capita levando em consideração a folha de frequencia dos alunos.
     ",2,2700
338008254,"FAEC  AIH Transplantes de Órgãos, Tec e Células   ","9","N",0,"20250109162745 03589980184","FAEC - AIH - Transplantes de Órgãos, Tecidos e Células                                                                                                                                                                                                    ",2,2600
231010697,"CONVÊNIO Nº 30/2016-TERRACAP/NOVACAP              ","9","N",0,"20220805170627 99999999999","EXECUÇÃO DE DRENAGEM PLUVIAL NO CENTRO URBANO DE SAMAMBAIA-DF, QUADRAS 101 A 109, COMPREENDENDO A EXECUÇÃO DE REDES TUBULARES DE CONCRETO, POÇOS DE VISITA, BOCAS DE LOBO, DEMOLIÇÃO DE INTERFERÊNCIAS.
 
     
                                       ",2,1701
121010492,"CONVENIO MINISTERIO DO TURISMO - SEC ESPORTE      ","9","N",0,"20241121134055 03589980184","REGISTRO DO CONV. ENTRE Mtur e SEC. ESPORTE TURISMO E LAZER/DF CUJO OBJETO É A CELEBRAÇÃO E CHEGADA DA TOCHA OLÍMPICA - BRASÍLIA - 2016, CONFORME PUBLICAÇÃO NO                                                                                           ",2,1700
338008170,"EQUIPES CONSULTÓRIOS NAS RUAS - CRACK             ","9","N",0,"20250109154844 03589980184","EQUIPES CONSULTÓRIOS NAS RUAS - CRACK                                                                                                                                                                                                                     ",2,2600
338007746,"INCENTIVO DE REABILITAÇÃO PSICOSSOCIAL (PI) RSM   ","9","N",0,"20250109154536 03589980184","INCENTIVO DE REABILITAÇÃO PSICOSSOCIAL (PI) RSM                                                                                                                                                                                                           ",2,2600
338007143,"REDE DE FRIO                                      ","9","N",0,"20250109153849 03589980184","REDE DE FRIO                                                                                                                                                                                                                                              ",2,2600
338007992,"PROG DE REQ DE UBS - COMÉRCIO LOCAL 107 - S. MARIA","9","N",0,"20250109154827 03589980184","PROGRAMA DE REQUALIFICAÇÃO DE UBS - COMÉRCIO LOCAL 107 - SANTA MARIA                                                                                                                                                                                      ",2,2600
338007762,"INCENTIVO FIN DE CUSTEIO DEST A COM REG - PROVAB  ","9","N",0,"20250109154554 03589980184","INCENTIVO FINANCEIRO DE CUSTEIO DESTINADO A COMISSÕES REGIONAIS - PROVAB                                                                                                                                                                                  ",2,2600
138004920,"CONV. 004920/08 - GDF/SES/FSDF/MS - 011878-1      ","9","N",0,"20241205130153 03589980184","INCENTIVO A CONTRATUALIZAÇÃO (IAC) DOS HOSPITAIS DE ENSINO - HOSPITAL DE BASE (HBDF).
                                                                                                                                                                   ",2,1600
