"COFONTE","NOFONTE","INTIPOFONTE","INFONTETESOURO","INSTATUS","ULTALTERACAO","TXDESCRICAO","INDESTINACAO","COFONTEFEDERAL"
132016912,"AQUISIÇÃO DE VIATURA DO TIPO UR PARA O CBMDF      ","9","N",0,"20250206115307 03222804192","MODERNIZAÇÃO DO CORPO DE BOMBEIROS MILITAR DO DISTRITO FEDERAL POR MEIO DA AQUISIÇÃO DE 1 (UMA) VIATURA TIPO UNIDADE DE RESGATE - UR.
                                                                                                                   ",2,1700
332016912,"AQUISIÇÃO DE VIATURA DO TIPO UR PARA O CBMDF      ","9","N",0,"20250206115307 03222804192","MODERNIZAÇÃO DO CORPO DE BOMBEIROS MILITAR DO DISTRITO FEDERAL POR MEIO DA AQUISIÇÃO DE 1 (UMA) VIATURA TIPO UNIDADE DE RESGATE - UR.
                                                                                                                   ",2,2700
738128641,"EPI PROPOSTA:12116247000124079                    ","9","N",0,"20250319181048 55345646104","EPI PROPOSTA:12116247000124079",2,1601
838128641,"EPI PROPOSTA:12116247000124079                    ","9","N",0,"20250319181048 55345646104","EPI PROPOSTA:12116247000124079",2,2601
738128645,"EPI PROPOSTA:12116247000124116                    ","9","N",0,"20250319181343 55345646104","EPI PROPOSTA:12116247000124116",2,1601
838128645,"EPI PROPOSTA:12116247000124116                    ","9","N",0,"20250319181343 55345646104","EPI PROPOSTA:12116247000124116",2,2601
121216357,"PAR Nº 201701017;                                 ","9","N",0,"20250409152652 56401698187","AQUISIÇÃO DE INSTRUMENTOS MUSICAIS (KIT BANDA), FORMALIZADO ENTRE A SECRETARIA DE ESTADO DE EDUCAÇÃO DO DISTRITO FEDERAL (SEEDF) E O FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO (FNDE)",2,1569
321216357,"PAR Nº 201701017;                                 ","9","N",0,"20250409152652 56401698187","AQUISIÇÃO DE INSTRUMENTOS MUSICAIS (KIT BANDA), FORMALIZADO ENTRE A SECRETARIA DE ESTADO DE EDUCAÇÃO DO DISTRITO FEDERAL (SEEDF) E O FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO (FNDE)",2,2569
732028607,"PAPA/DF E PAA/TA                                  ","9","N",0,"20250414122243 56401698187"," CONVÊNIO A SER FIRMADO COM ESTA SECRETARIA, CUJO OBJETO É A ESTRUTURAÇÃO DAS ATIVIDADES DE COMPRAS COM DOAÇÃO SIMULTÂNEAS NOS PROGRAMAS DE COMPRAS INSTITUCIONAIS DO PAPA/DF E PAA/TA.",2,1700
832028607,"PAPA/DF E PAA/TA                                  ","9","N",0,"20250414122243 56401698187"," CONVÊNIO A SER FIRMADO COM ESTA SECRETARIA, CUJO OBJETO É A ESTRUTURAÇÃO DAS ATIVIDADES DE COMPRAS COM DOAÇÃO SIMULTÂNEAS NOS PROGRAMAS DE COMPRAS INSTITUCIONAIS DO PAPA/DF E PAA/TA.",2,2700
121028607," PAPA/DF E PAA/TA                                 ","9","N",0,"20250414122800 56401698187","CONVÊNIO A SER FIRMADO COM ESTA SECRETARIA, CUJO OBJETO É A ESTRUTURAÇÃO DAS ATIVIDADES DE COMPRAS COM DOAÇÃO SIMULTÂNEAS NOS PROGRAMAS DE COMPRAS INSTITUCIONAIS DO PAPA/DF E PAA/TA.",2,1700
321028607," PAPA/DF E PAA/TA                                 ","9","N",0,"20250414122800 56401698187","CONVÊNIO A SER FIRMADO COM ESTA SECRETARIA, CUJO OBJETO É A ESTRUTURAÇÃO DAS ATIVIDADES DE COMPRAS COM DOAÇÃO SIMULTÂNEAS NOS PROGRAMAS DE COMPRAS INSTITUCIONAIS DO PAPA/DF E PAA/TA.",2,2700
732028904,"CONTRATO DE REPASSE Nº 918727/2021 - MDR/CAIXA/DER","9","N",0,"20250513135921 08788168956","CONTRATO DE REPASSE DESTINADO À PAVIMENTAÇÃO DE RODOVIAS DISTRITAIS, ESTRADAS VICINAIS E/OU VIAS LOCAIS COM CONSEQUENTE MELHORIA PARA A POPULAÇÃO LOCAL.",2,1700
832028904,"CONTRATO DE REPASSE Nº 918727/2021 - MDR/CAIXA/DER","9","N",0,"20250513135921 08788168956","CONTRATO DE REPASSE DESTINADO À PAVIMENTAÇÃO DE RODOVIAS DISTRITAIS, ESTRADAS VICINAIS E/OU VIAS LOCAIS COM CONSEQUENTE MELHORIA PARA A POPULAÇÃO LOCAL.",2,2700
390027579,"CONTRATO REPASSE - GDF/SES/MS SICONVI 952475/23   ","9","S",0,"20250528180240 63509016149","CONVÊNIO N.º027579 GDF/SES/MS SICONV/SIAFI 95247 (CONTRATO DE REPASSE).",2,2899
121225046,"201803493-5                                       ","9","N",0,"20250625122543 08322092792","TERMO DE COMPROMISSO PAR Nº 201803493-5, SEEDF X FNDE, CUJO OBJETO É A AQUISIÇÃO DE 11 CONDICIONADORES DE AR DE 30.000 BTUS.",2,1569
321225046,"201803493-5                                       ","9","N",0,"20250625122645 08322092792","TERMO DE COMPROMISSO PAR Nº 201803493-5, SEEDF X FNDE, CUJO OBJETO É A AQUISIÇÃO DE 11 CONDICIONADORES DE AR DE 30.000 BTUS.",2,2569
832029181,"CONVÊNIO 961311/2024                              ","9","N",0,"20250618122309 56401698187","CONVÊNIO 961311/2024",2,2700
338126417,"INVESTIMENTO EM GRUPO DE ATENÇÃO PRIMÁRIA DE SAÚDE","9","N",0,"20250618155718 04394972302","GRUPO ATENÇÃO PRIMÁRIA - ESTRUTURAÇÃO - INVESTIMENTO.",2,2601
732029278,"CONTRATO DE REPASSE Nº 946722/2023 - MDR/CAIXA/DER","9","N",0,"20250625105022 08788168956","CONTRATO DE REPASSE DESTINADO À RESTAURAÇÃO DO PAVIMENTO ASFÁLTICO DA DF-051 (EPGU).",2,1700
832029278,"CONTRATO DE REPASSE Nº 946722/2023 - MDR/CAIXA/DER","9","N",0,"20250625105022 08788168956","CONTRATO DE REPASSE DESTINADO À RESTAURAÇÃO DO PAVIMENTO ASFÁLTICO DA DF-051 (EPGU).",2,2700
741100000,"TRANSF. DA UNIÃO - EMENDAS DE RELATOR - EPR       ","3","N",0,"20250625174439 09185131709","TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO FEDERAL - BLOCO DE ESTRUTURAÇÃO DA REDE DE SERVIÇOS PÚBLICOS DE SAÚDE - RECURSOS DO EXERCÍCIO CORRENTE",2,1601
841100000,"TRANSF. DA UNIÃO - EMENDAS DE RELATOR - EPR       ","3","N",0,"20250625174439 09185131709","TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO FEDERAL - BLOCO DE ESTRUTURAÇÃO DA REDE DE SERVIÇOS PÚBLICOS DE SAÚDE - RECURSOS DO EXERCÍCIO CORRENTE",2,2601
738028326,"EPI GILVAM MÁXIMO-43850002                        ","9","N",0,"20250117130313 63509016149","EPI GILVAM MÁXIMO-43850002",2,1600
838028326,"EPI GILVAM MÁXIMO-43850002                        ","9","N",0,"20250117130313 63509016149","EPI GILVAM MÁXIMO-43850002",2,2600
738128620,"EPI PROPOSTA:12116247000124083                    ","9","N",0,"20250319173833 55345646104","EPI PROPOSTA:12116247000124083",2,1601
838128620,"EPI PROPOSTA:12116247000124083                    ","9","N",0,"20250319173833 55345646104","EPI PROPOSTA:12116247000124083",2,2601
738128642,"EPI PROPOSTA:12116247000124066                    ","9","N",0,"20250319181215 55345646104","EPI PROPOSTA:12116247000124066",2,1601
838128642,"EPI PROPOSTA:12116247000124066                    ","9","N",0,"20250319181215 55345646104","EPI PROPOSTA:12116247000124066",2,2601
738128646,"EPI PROPOSTA:12116247000124056                    ","9","N",0,"20250320145452 55345646104","EPI PROPOSTA:12116247000124056",2,1601
838128646,"EPI PROPOSTA:12116247000124056                    ","9","N",0,"20250320145452 55345646104","EPI PROPOSTA:12116247000124056",2,2601
738128653,"EPI PROPOSTA:12116247000124055                    ","9","N",0,"20250320145847 55345646104","EPI PROPOSTA:12116247000124055",2,1601
838128653,"EPI PROPOSTA:12116247000124055                    ","9","N",0,"20250320145847 55345646104","EPI PROPOSTA:12116247000124055",2,2601
321024930,"TERMO DE FORMENTO                                 ","9","N",0,"20250320164647 56494475191","CADASTRAR FONTE DE RECURSO",2,2700
321024931,"TERMO DE FORMENTO                                 ","9","N",0,"20250320164819 56494475191","CADASTRAR FONTE DE RECURSO",2,2700
390025821,"CONVÊNIO FTDF - TRANSFERÊNCIA 25821               ","9","S",0,"20250423150743 04394972302","CONVÊNIO FTDF - TRANSFERÊNCIA 25821",2,2899
232028476,"CONV. 968033/2024 - CNPQ/FAP                      ","9","N",0,"20250423152100 08788168956","CONV. Nº 968033/2024 ENTRE CNPQ/FAP C/C 7732-1",2,1700
432028476,"CONV. 968033/2024 - CNPQ/FAP                      ","9","N",0,"20250423152201 08788168956","CONV. Nº 968033/2024 ENTRE CNPQ/FAP C/C 7732-1",2,2700
738128795,"EPI DAMARES ALVES, EMENDA: 42680012.              ","9","N",0,"20250410145003 55345646104","EPI DAMARES ALVES, EMENDA: 42680012, PROPOSTA: 12116247000124104.",2,1601
838128795,"EPI DAMARES ALVES, EMENDA: 42680012.              ","9","N",0,"20250410145003 55345646104","EPI DAMARES ALVES, EMENDA: 42680012, PROPOSTA: 12116247000124104.",2,2601
738128800,"EPI BIA KICIS, EMENDA: 39190012                   ","9","N",0,"20250410145549 55345646104","EPI BIA KICIS, EMENDA: 39190012",2,1601
838128800,"EPI BIA KICIS, EMENDA: 39190012                   ","9","N",0,"20250410145549 55345646104","EPI BIA KICIS, EMENDA: 39190012",2,2601
431025224,"CONVÊNIO 013/2023 - EMATER X CAESB                ","9","N",0,"20250416140652 03217433181","IMPLEMENTAR E APOIAR AS AÇÕES DE SANEAMENTO AMBIENTAL NO ÂMBITO DO PROGRAMA PRODUTOR DE ÁGUA DO ALTO RIO DESCOBERTO.",2,2701
221026664,"CONVÊNIO 9521757/2023 - EMATER X MDA              ","9","N",0,"20250416140822 03217433181","MELHORIA DOS ESPAÇOS DESTINADOS À QUALIFICAÇÃO DOS BENEFICIÁRIOS E AGENTES DA EMATER-DF, EM PROL DO DESENVOLVIMENTO NAS ATIVIDADES PRODUTIVAS E SOCIAIS.",2,1700
421026664,"CONVÊNIO 9521757/2023 - EMATER X MDA              ","9","N",0,"20250416140910 03217433181","MELHORIA DOS ESPAÇOS DESTINADOS À QUALIFICAÇÃO DOS BENEFICIÁRIOS E AGENTES DA EMATER-DF, EM PROL DO DESENVOLVIMENTO NAS ATIVIDADES PRODUTIVAS E SOCIAIS.",2,2700
432026664,"CONVÊNIO 9521757 - EMATER X MDA                   ","9","N",0,"20250416140844 03217433181","MELHORIA DOS ESPAÇOS DESTINADOS À QUALIFICAÇÃO DOS BENEFICIÁRIOS E AGENTES DA EMATER-DF, EM PROL DO DESENVOLVIMENTO NAS ATIVIDADES PRODUTIVAS E SOCIAIS.",2,2700
733128944,"CONVÊNIO SICONV 971620/2024 - PMDF X SENASP/MJ    ","9","N",0,"20250429151829 03593999161","CONVÊNIO SICONV 971620/2024 - PMDF X SENASP/MJ",2,1700
833128944,"CONVÊNIO SICONV 971620/2024 - PMDF X SENASP/MJ    ","9","N",0,"20250429151829 03593999161","CONVÊNIO SICONV 971620/2024 - PMDF X SENASP/MJ",2,2700
121028944,"CONVÊNIO SICONV 971620/2024 - PMDF X SENASP/MJ    ","9","N",0,"20250429152031 03593999161","CONVÊNIO SICONV 971620/2024 - PMDF X SENASP/MJ",2,1700
321028944,"CONVÊNIO SICONV 971620/2024 - PMDF X SENASP/MJ    ","9","N",0,"20250429152031 03593999161","CONVÊNIO SICONV 971620/2024 - PMDF X SENASP/MJ",2,2700
221027360,"CONVÊNIO 929912/2022 - HEMOCENTRO X MS            ","9","N",0,"20250520142952 04636319516","APLICAÇÃO FINANCEIRA ",2,1700
421027360,"CONVÊNIO 929912/2022 - HEMOCENTRO X MS            ","9","N",0,"20250520142952 04636319516","APLICAÇÃO FINANCEIRA ",2,2700
740000000,"TRANSF. DA UNIÃO - EMENDAS DE COMISSÃO - EPC      ","3","N",0,"20250625174018 09185131709","RECURSOS DE TRANSFERÊNCIAS DA UNIÃO DECORRENTES DE EMENDAS PARLAMENTARES DE COMISSÂO (EPC) - FTFE 600
CO 3130 - .IDENTIFICAÇÃO DAS TRANSFERÊNCIAS DA UNIÃO DECORRENTES DE EMENDAS PARLAMENTARES DE COMISSÃO
",2,1600
840000000,"TRANSF. DA UNIÃO - EMENDAS DE COMISSÃO - EPC      ","3","N",0,"20250625174018 09185131709","RECURSOS DE TRANSFERÊNCIAS DA UNIÃO DECORRENTES DE EMENDAS PARLAMENTARES DE COMISSÂO (EPC) - FTFE 600
CO 3130 - .IDENTIFICAÇÃO DAS TRANSFERÊNCIAS DA UNIÃO DECORRENTES DE EMENDAS PARLAMENTARES DE COMISSÃO
",2,2600
740300000,"TRANSF. DA UNIÃO - EMENDAS DE COMISSÃO - EPC      ","3","N",0,"20250625174655 09185131709","TRANSF. DA UNIÃO - EMENDAS DE COMISSÃO - EPC",2,1603
840300000,"TRANSF. DA UNIÃO - EMENDAS DE COMISSÃO - EPC      ","3","N",0,"20250625174655 09185131709","TRANSF. DA UNIÃO - EMENDAS DE COMISSÃO - EPC",2,2603
390025976,"SEAGRI - 942329/2023                              ","9","N",0,"20250127165854 03222804192","Aquisição de Máquinas e Equipamentos de apoio à produção",2,2899
182028063,"FUNDO A FUNDO - REPASSE OBRIGATÓRIO -2024         ","9","N",0,"20250205172406 56401698187","FUNDO A FUNDO - REPASSE OBRIGATÓRIO -2024",2,1712
382028063,"FUNDO A FUNDO - REPASSE OBRIGATÓRIO -2024         ","9","N",0,"20250205172406 56401698187","FUNDO A FUNDO - REPASSE OBRIGATÓRIO -2024",2,2712
390021915,"FONTE DE CONVÊNIO                                 ","9","N",0,"20250212172801 56494475191","CADASTRO DE FONTE DETALHADA",2,2899
121226793,"PROGRAMA ETI                                      ","1","N",0,"20250313141416 56401698187","PROGRAMA ETI",2,1569
321226793,"PROGRAMA ETI                                      ","1","N",0,"20250313141416 56401698187","PROGRAMA ETI",2,2569
738128617,"EPI PROPOSTA:12116247000124084                    ","9","N",0,"20250319173354 55345646104","EPI PROPOSTA:12116247000124084",2,1601
838128617,"EPI PROPOSTA:12116247000124084                    ","9","N",0,"20250319173354 55345646104","EPI PROPOSTA:12116247000124084",2,2601
738128630,"EPI PROPOSTA:12116247000124082                    ","9","N",0,"20250319175444 55345646104","EPI PROPOSTA:12116247000124082",2,1601
838128630,"EPI PROPOSTA:12116247000124082                    ","9","N",0,"20250319175444 55345646104","EPI PROPOSTA:12116247000124082",2,2601
738128632,"EPI PROPOSTA:12116247000124070                    ","9","N",0,"20250319180545 55345646104","EPI PROPOSTA:12116247000124070",2,1601
838128632,"EPI PROPOSTA:12116247000124070                    ","9","N",0,"20250319180545 55345646104","EPI PROPOSTA:12116247000124070",2,2601
738128628,"EPI PROPOSTA:12116247000124112                    ","9","N",0,"20250319181914 55345646104","EPI PROPOSTA:12116247000124112",2,1601
838128628,"EPI PROPOSTA:12116247000124112                    ","9","N",0,"20250319181914 55345646104","EPI PROPOSTA:12116247000124112",2,2601
738128648,"EPI PROPOSTA:12116247000124060                    ","9","N",0,"20250320145559 55345646104","EPI PROPOSTA:12116247000124060",2,1601
838128648,"EPI PROPOSTA:12116247000124060                    ","9","N",0,"20250320145559 55345646104","EPI PROPOSTA:12116247000124060",2,2601
738128649,"EPI PROPOSTA:12116247000124114                    ","9","N",0,"20250320145736 55345646104","EPI PROPOSTA:12116247000124114",2,1601
838128649,"EPI PROPOSTA:12116247000124114                    ","9","N",0,"20250320145736 55345646104","EPI PROPOSTA:12116247000124114",2,2601
732028588,"CONVÊNIO Nº 956187/MAPA/SEAGRI                    ","9","N",0,"20250326140027 03593999161","CONVÊNIO Nº 956187/MAPA/SEAGRI",2,1700
832028588,"CONVÊNIO Nº 956187/MAPA/SEAGRI                    ","9","N",0,"20250326140027 03593999161","CONVÊNIO Nº 956187/MAPA/SEAGRI",2,2700
738128831,"EPI LEILA, EMENDA: 40820001                       ","9","N",0,"20250410150103 55345646104","EPI LEILA, EMENDA: 40820001, PROPOSTA: 12116247000104.",2,1601
838128831,"EPI LEILA, EMENDA: 40820001                       ","9","N",0,"20250410150103 55345646104","EPI LEILA, EMENDA: 40820001, PROPOSTA: 12116247000104.",2,2601
132025974,"SEAGRI CONVENIO 952542/2023                       ","9","N",0,"20250506161845 05172629165","TRANSFERÊNCIA VOLUNTÁRIA SEAGRI CONVENIO 952542/2023",2,1700
332025974,"SEAGRI CONVENIO 952542/2023                       ","9","N",0,"20250506161845 05172629165","TRANSFERÊNCIA VOLUNTÁRIA SEAGRI CONVENIO 952542/2023",2,2700
321025280,"CONVÊNIO 025280                                   ","9","N",0,"20250509151315 03217433181","DESTINA-SE A INVESTIMENTOS NAS ÁREAS DE ASSISTÊNCIA SOCIAL, SAÚDE, EDUCAÇÃO, DESENVOLVIMENTO INSTITUCIONAL, HABITAÇÃO/URBANIZAÇÃO, SANEAMENTO BÁSICO E MOBILIDADE SOCIAL CONFORME DEFINIDO NA LEI Nº 7.021 DE 23 DE DEZEMBRO DE 2021.",2,2700
121029181,"CONVÊNIO 961311/2024                              ","9","N",0,"20250618132103 56401698187","CONVÊNIO 961311/2024",2,1700
321029181,"CONVÊNIO 961311/2024                              ","9","N",0,"20250618132103 56401698187","CONVÊNIO 961311/2024",2,2700
732029181,"CONVÊNIO 961311/2024                              ","9","N",0,"20250618132829 03222804192","CONVÊNIO 961311/2024",2,1700
158028171,"SIGTV530000020240003                              ","9","N",0,"20250115134508 56401698187","SIGTV530000020240003                              
",2,1660
358028171,"SIGTV530000020240003                              ","9","N",0,"20250115134508 56401698187","SIGTV530000020240003                              
",2,2660
390018436,"SEJUS X MDH                              -FTFE 700","9","N",0,"20250212131343 03222804192","SEJUS X MDH                              -FTFE 700",2,2899
390027142,"SUPERÁVIT DE CONTRAPARTIDA DE CONVÊNIO            ","1","N",0,"20250307180733 03594332195","CONVÊNIO 936390/2022 CBMDF X MJ",2,2899
118000000,"CESSÃO DE DIREITOS CREDITÓRIOS DA DÍVIDA ATIVA    ","1","S",0,"20250311124831 09049411673","CESSÃO DE DIREITOS CREDITÓRIOS DA DÍVIDA ATIVA - FTFE 755",2,1755
318000000,"CESSÃO DE DIREITOS CREDITÓRIOS DA DÍVIDA ATIVA    ","1","S",0,"20250311124831 09049411673","CESSÃO DE DIREITOS CREDITÓRIOS DA DÍVIDA ATIVA - FTFE 755",2,2755
706028577,"TRANSFERÊNCIA ESPECIAL - EPI 202139340003         ","9","N",0,"20250311152802 56401698187","TRANSFERÊNCIA ESPECIAL - EPI 202139340003
",2,1706
806028577,"TRANSFERÊNCIA ESPECIAL - EPI 202139340003         ","9","N",0,"20250311152802 56401698187","TRANSFERÊNCIA ESPECIAL - EPI 202139340003
",2,2706
738128618,"EPI PROPOSTA:12116247000124092                    ","9","N",0,"20250319173539 55345646104","EPI PROPOSTA:12116247000124092",2,1601
838128618,"EPI PROPOSTA:12116247000124092                    ","9","N",0,"20250319173539 55345646104","EPI PROPOSTA:12116247000124092",2,2601
738128621,"EPI PROPOSTA:12116247000124073                    ","9","N",0,"20250319174022 55345646104","EPI PROPOSTA:12116247000124073",2,1601
838128621,"EPI PROPOSTA:12116247000124073                    ","9","N",0,"20250319174022 55345646104","EPI PROPOSTA:12116247000124073",2,2601
738128639,"EPI PROPOSTA:12116247000124105                    ","9","N",0,"20250319180917 55345646104","EPI PROPOSTA:12116247000124105",2,1601
838128639,"EPI PROPOSTA:12116247000124105                    ","9","N",0,"20250319180917 55345646104","EPI PROPOSTA:12116247000124105",2,2601
738128651,"EPI PROPOSTA:12116247000124047;                   ","9","N",0,"20250320150114 55345646104","EPI PROPOSTA:12116247000124047",2,1601
838128651,"EPI PROPOSTA:12116247000124047;                   ","9","N",0,"20250320150114 55345646104","EPI PROPOSTA:12116247000124047",2,2601
390026675,"CONVÊNIO FTDF - TRANSFERÊNCIA 26675               ","9","S",0,"20250423150934 04394972302","CONVÊNIO FTDF - TRANSFERÊNCIA 26675",2,2899
221028476,"CONV. 968033/2024 - CNPQ/FAP                      ","9","N",0,"20250423152009 08788168956","CONV. Nº 968033/2024 ENTRE CNPQ/FAP C/C 7732-1",2,1700
421028476,"CONV. 968033/2024 - CNPQ/FAP                      ","9","N",0,"20250423152128 08788168956","CONV. Nº 968033/2024 ENTRE CNPQ/FAP C/C 7732-1",2,2700
221027303,"CONVÊNIO 966303/2024 - EMATER X EMBRAPA           ","9","N",0,"20250416140234 03217433181","EXECUÇÃO DO ""DIAGNÓSTICO DA CADEIA PRODUTIVA DE CAFÉ NO DF E CAPACITAÇÃO DE EXTENSIONISTAS DA EMATER-DF POR MEIO DE TRANSFERÊNCIA DE TECNOLOGIA.",2,1700
421027303,"CONVÊNIO 966303/2024 - EMATER X EMBRAPA           ","9","N",0,"20250416140339 03217433181","EXECUÇÃO DO ""DIAGNÓSTICO DA CADEIA PRODUTIVA DE CAFÉ NO DF E CAPACITAÇÃO DE EXTENSIONISTAS DA EMATER-DF POR MEIO DE TRANSFERÊNCIA DE TECNOLOGIA.",2,2700
121028943,"CONVÊNIO SICONV 971619/2024 - PMDF X SENASP/MJ    ","9","N",0,"20250429135730 03593999161","CONVÊNIO SICONV 971619/2024 - PMDF X SENASP/MJ",2,1700
321028943,"CONVÊNIO SICONV 971619/2024 - PMDF X SENASP/MJ    ","9","N",0,"20250429135730 03593999161","CONVÊNIO SICONV 971619/2024 - PMDF X SENASP/MJ",2,2700
121229048,"NOVO ENSINO MÉDIO                                 ","9","N",0,"20250625122910 08322092792","QUALIFICA MAIS – ITINERÁRIOS DE FORMAÇÃO TÉCNICA E PROFISSIONAL",2,1569
321229048,"NOVO ENSINO MÉDIO                                 ","9","N",0,"20250625122943 08322092792","QUALIFICA MAIS – ITINERÁRIOS DE FORMAÇÃO TÉCNICA E PROFISSIONAL",2,2569
121202504,"201803493-5                                       ","9","N",0,"20250625122513 08322092792","TERMO DE COMPROMISSO PAR Nº 201803493-5, SEEDF X FNDE, CUJO OBJETO É A AQUISIÇÃO DE 11 CONDICIONADORES DE AR DE 30.000 BTUS.",2,1569
321202504,"201803493-5                                       ","9","N",0,"20250625122611 08322092792","TERMO DE COMPROMISSO PAR Nº 201803493-5, SEEDF X FNDE, CUJO OBJETO É A AQUISIÇÃO DE 11 CONDICIONADORES DE AR DE 30.000 BTUS.",2,2569
732029180,"CONVÊNIO 961308/2024                              ","9","N",0,"20250618132752 03222804192","CONVÊNIO 961308/2024",2,1700
433048000,"CONTRIBUIÇÃO PREVIDENCIÁRIA - DPDF                ","9","N",0,"20250116142141 32650493100","Recursos vinculados ao RPPS - Fundo em Repartição (Plano Financeiro) - Recursos de Exercícios Anteriores",2,2801
738028331,"EPI DAMARES ALVES 42680002                        ","9","N",0,"20250117130910 63509016149","EPI DAMARES ALVES 42680002",2,1600
838028331,"EPI DAMARES ALVES 42680002                        ","9","N",0,"20250117130910 63509016149","EPI DAMARES ALVES 42680002",2,2600
390026127,"SUPERAVIT DE CONTRAPARTIDA                        ","1","N",0,"20250129183527 27604284191","CONVENIO PMDF X INEP",2,2899
390025982,"SEAGRI CONVENIO 942320/2023                       ","9","N",0,"20250204173237 05172629165","TRANSFERÊNCIA VOLUNTÁRIA SEAGRI ",2,2899
390025977,"CONVENIO SEAGRI 951607/2023 TRANSF 25977          ","9","N",0,"20250205140534 05172629165","CONVENIO SEAGRI 951607/2023 TRANSF 25977",2,2899
732025979,"SEAGRI - 942465/2023                              ","9","N",0,"20250210165534 03222804192","AQUISIÇÃO DE MÁQUINAS E EQUIPAMENTOS.",2,1700
832025979,"SEAGRI - 942465/2023                              ","9","N",0,"20250210165534 03222804192","AQUISIÇÃO DE MÁQUINAS E EQUIPAMENTOS.",2,2700
321025970,"CONVENIO SEAGRI 954365/2023 - APLICAÇAO FINANCEIRA","9","N",0,"20250224141539 05172629165","APLICAÇÕES FINANCEIRAS - CONVENIO SEAGRI 954365/2023 ",2,2700
738128619,"EPI PROPOSTA:12116247000124073                    ","9","N",0,"20250319173705 55345646104","EPI PROPOSTA:12116247000124073",2,1601
838128619,"EPI PROPOSTA:12116247000124073                    ","9","N",0,"20250319173705 55345646104","EPI PROPOSTA:12116247000124073",2,2601
738128623,"EPI PROPOSTA:12116247000124074                    ","9","N",0,"20250319174545 55345646104","EPI PROPOSTA:12116247000124074",2,1601
838128623,"EPI PROPOSTA:12116247000124074                    ","9","N",0,"20250319174545 55345646104","EPI PROPOSTA:12116247000124074",2,2601
738128643,"EPI PROPOSTA:12116247000124106                    ","9","N",0,"20250320144924 55345646104","EPI PROPOSTA:12116247000124106",2,1601
838128643,"EPI PROPOSTA:12116247000124106                    ","9","N",0,"20250320144924 55345646104","EPI PROPOSTA:12116247000124106",2,2601
390025817,"CONVÊNIO FTDF - TRANSFERÊNCIA 25817               ","9","S",0,"20250423150649 04394972302","CONVÊNIO FTDF - TRANSFERÊNCIA 25817",2,2899
390025820,"CONVÊNIO FTDF - TRANSFERÊNCIA 25820               ","9","S",0,"20250423150709 04394972302","CONVÊNIO FTDF - TRANSFERÊNCIA 25820",2,2899
390026479,"CONVÊNIO FTDF - TRANSFERÊNCIA 26479               ","9","S",0,"20250423150816 04394972302","CONVÊNIO FTDF - TRANSFERÊNCIA 26479",2,2899
390026557,"CONVÊNIO FTDF - TRANSFERÊNCIA 26557               ","9","S",0,"20250423150833 04394972302","CONVÊNIO FTDF - TRANSFERÊNCIA 26557",2,2899
390026512,"CONVÊNIO 942861/2023 - EMATER X MDA               ","9","S",0,"20250423150317 03217433181","EXECUTAR AÇÕES DE FORMAÇÃO E CAPACITAÇÃO TÉCNICA AOS PRODUTORES FAMILIARES DO DF.",2,2700
732028943,"CONVÊNIO SICONV 971619/2024 - PMDF X SENASP/MJ    ","9","N",0,"20250429135447 03593999161","CONVÊNIO SICONV 971619/2024 - PMDF X SENASP/MJ",2,1700
832028943,"CONVÊNIO SICONV 971619/2024 - PMDF X SENASP/MJ    ","9","N",0,"20250429135447 03593999161","CONVÊNIO SICONV 971619/2024 - PMDF X SENASP/MJ",2,2700
733028944,"CONVENIO COM UNIAO -EMENDAR PARLAMENTAR           ","1","N",0,"20250625122808 08322092792","CONVENIO COM A UNIAO - EMENDAR PARLAMENTAR 2025",2,1631
833028944,"CONVENIO COM UNIAO -EMENDAR PARLAMENTAR           ","1","N",0,"20250625122832 08322092792","CONVENIO COM A UNIAO - EMENDAR PARLAMENTAR 2025",2,2631
121029151,"CONVÊNIO Nº 01/2025 FDCC/CGDF - TRANSF 029151     ","9","N",0,"20250613113912 03593999161","CONVÊNIO Nº 01/2025 FDCC/CGDF - TRANSF 029151",2,1700
321029151,"CONVÊNIO Nº 01/2025 FDCC/CGDF - TRANSF 029151     ","9","N",0,"20250613113912 03593999161","CONVÊNIO Nº 01/2025 FDCC/CGDF - TRANSF 029151",2,2700
740100000,"TRANSF. DA UNIÃO - EMENDAS DE COMISSÃO - EPC      ","3","N",0,"20250625174354 09185131709","TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO FEDERAL - BLOCO DE ESTRUTURAÇÃO DA REDE DE SERVIÇOS PÚBLICOS DE SAÚDE - RECURSOS DO EXERCÍCIO CORRENTE",2,1601
